assunto|ementa
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA|" DIREITO DO CONSUMIDOR. SAÚDE SUPLEMENTAR. PLANO DE SAÚDE INDIVIDUAL/FAMILIAR. REAJUSTE DE MENSALIDADE POR MUDANÇA DE FAIXA ETÁRIA. PRETENSÃO DECLARATÓRIA DE NULIDADE DE CLÁUSULA CONTRATUAL, CUMULADA COM REPETIÇÃO DO INDÉBITO E COMPENSATÓRIA DE DANOS MORAIS. SENTENÇA DE PARCIAL PROCEDÊNCIA DOS PEDIDOS. RECURSOS DE APELAÇÕES CÍVEIS INTERPOSTOS POR AMBAS AS PARTES. A PARTE AUTORA, REQUERENDO O JULGAMENTO DO PEDIDO DE NULIDADE DE CLÁUSULA CONTRATUAL, BEM COMO PARA QUE SEJA RECONHECIDA A ABUSIVIDADE DE QUALQUER REAJUSTE POR MUDANÇA DE FAIXA ETÁRIA. O RÉU, VISANDO À REFORMA INTEGRAL DO JULGADO. 1 - Hipótese subsumida ao campo de incidência principiológico-normativo do Código de Proteção e Defesa do Consumidor, vez que presentes os elementos da relação jurídica de consumo. 2 - O contrato celebrado entre as partes, na hipótese dos autos, é posterior à Lei nº 9.656/98, bem como à Resolução Normativa nº 63/2003 da ANS, conforme documentos de fls. 34/42. 3 - Alega a parte Autora que são abusivos e discriminatórios os reajustes por mudança de faixa etária ocorridos em face do segundo e terceiro autores, quando os mesmos completaram 60 (sessenta) anos de idade. Fundamentam-se no disposto no art. 15, § 3º, do Estatuto do Idoso e no art. 15 da Lei nº 9.656/98. 4 - Nossa Corte Superior de Justiça, em sede de julgamento do Recurso Especial nº 1.568.244/RJ, no qual o ilustre relator, Ministro Ricardo Villas Bôas Cuevas, afetou à Segunda Seção do STJ o julgamento do recurso, para, nos termos do artigo 543-C do Código de Processo Civil, uniformizar do entendimento sobre a questão jurídica que discuta a validade da cláusula contratual de plano de saúde que prevê o aumento da mensalidade conforme a mudança de faixa etária do usuário, sendo firmada a seguinte tese: ""TESE para os fins do art. 1.040 do CPC/2015: O reajuste de mensalidade de plano de saúde individual ou familiar fundado na mudança de faixa etária do beneficiário é válido desde que (i) haja previsão contratual, (ii) sejam observadas as normas expedidas pelos órgãos governamentais reguladores e (iii) não sejam aplicados percentuais desarrazoados ou aleatórios que, concretamente e sem base atuarial idônea, onerem excessivamente o consumidor ou discriminem o idoso."" 5 - A operadora Ré conformou-se com o acervo probatório constante dos autos, deixando de trazer aos autos o contrato celebrado entre as partes. Impõe- se, pois, a aplicação do art. 373, II, do CPC. 6 - Dessa forma, resta impossibilitada ao Poder Judiciário a análise da razoabilidade do índice de reajuste aplicado no caso concreto, do que resulta a inafastabilidade da declaração de nulidade da cláusula contratual que dispõe sobre o reajuste de mensalidade com base, exclusivamente, em transposição de faixa etária. 7- O reajuste a ser aplicado, na hipótese, deve ser apurado através de perícia atuarial, em fase de liquidação de sentença, nos termos da decisão do Superior Tribunal de Justiça (item 9 do REsp Repetitivo nº 1.568.244/RJ: ""Se for reconhecida a abusividade do aumento praticado pela operadora de plano de saúde em virtude da alteração de faixa etária do usuário, para não haver desequilíbrio contratual, faz-se necessária, nos termos do art. 51, § 2º, do CDC, a apuração de percentual adequado e razoável de majoração da mensalidade em virtude da inserção do consumidor na nova faixa de risco, o que deverá ser feito por meio de cálculos atuariais na fase de cumprimento de sentença."") 8 - Eventual repetição do indébito se dará em dobro, conforme disposto no art. 42, parágrafo único, parte final, do Código de Defesa do Consumidor. 9 - No caso em comento resta evidente o descaso com o consumidor, restando caracterizado o desvio produtivo do consumidor, nas tentativas frustradas de solução do impasse gerado exclusivamente pela Ré, sendo compelido a se socorrer ao Poder Judiciário. Dano moral devidamente configurado. Verba compensatória arbitrada em R$ 4.000,00 (quatro mil reais), para cada Autor, adequada aos princípios da razoabilidade e da proporcionalidade sem olvidar a natureza punitivo- pedagógica da condenação. 10 - DESPROVIMENTO DO RECURSO DOS AUTORES E PARCIAL PROVIMENTO DO RECURSO DO RÉU. "
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA| AGRAVO DE INSTRUMENTO. RELAÇÃO DE CONSUMO. COMINATÓRIA C/C PEDIDO DE TUTELA ANTECIPADA. PLANO DE SAÚDE. REAJUSTE POR MUDANÇA DA FAIXA ETÁRIA. DECISÃO AGRAVADA QUE INDEFERIU A TUTELA ANTECIPADA. AUMENTO ABUSIVO DO VALOR DA MENSALIDADE. NECESSIDADE DO AUTOR DE PERMANECER FILIADO AO PLANO DE SAÚDE. PRESENÇA DOS REQUISITOS AUTORIZADORES DA TUTELA DE URGÊNCIA COMO REQUERIDA. PROVIMENTO DO RECURSO. 
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA| APELAÇÃO CÍVEL. DIREITO DO CONSUMIDOR. CONTRATO DE PLANO DE SAÚDE CELEBRADO EM 1978. MODALIDADE COLETIVA. PLANO DE SAÚDE ANTIGO, ANTERIOR À LEI Nº 9.656/98 E NÃO ADAPTADO ÀS SUAS NORMAS. DEMANDA OBJETIVANDO A NULIDADE DA CLÁUSULA CONTRATUAL QUE PREVÊ O AUMENTO SUPERIOR AO PERMITIDO PELA ANS E A CONDENAÇÃO DA RÉ: 1) A SE ABSTER DE COBRAR NOVAS MENSALIDADES COM OS REAJUSTES INDEVIDOS; 2) A RESTABELECER A MENSALIDADE DO PLANO DE SAÚDE PARA O VALOR DE QUANDO O AUTOR POSSUÍA 60 ANOS; SUBSIDIARIAMENTE, O RECÁLCULO DA MENSALIDADE SEM OS REAJUSTES INDEVIDOS DECORRENTES DA MUDANÇA DE FAIXA ETÁRIA E ATUALIZAÇÃO, APLICANDO-SE APENAS OS ÍNDICES ANUAIS AUTORIZADOS PELA ANS. 3) A RESTITUIR EM DOBRO OS VALORES COBRADOS A MAIOR A PARTIR DO ANO DE 2002; 4) AO PAGAMENTO DE INDENIZAÇÃO POR DANOS MORAIS NO VALOR DE R$ 12.000,00 (DOZE MIL REAIS). SENTENÇA DE IMPROCEDÊNCIA. RECORRE O AUTOR OBJETIVANDO A REFORMA DA SENTENÇA. RECURSO PREJUDICADO. O AUMENTO DE MENSALIDADE DE PLANO DE SAÚDE EM DECORRÊNCIA EXCLUSIVA DE MUDANÇA DE FAIXA ETÁRIA, POR SI SÓ, NÃO É ABUSIVO. É CEDIÇO QUE ESTES SÃO VÁLIDOS, DESDE QUE PREVISTOS NO CONTRATO E QUE SEJAM RESPEITADOS ALGUNS PARÂMETROS E ORIENTAÇÕES NORMATIVAS DA ANS. DISCORDÂNCIA ENTRE AS PARTES SOBRE OS ÍNDICES APLICADOS, NECESSIDADE DE PERÍCIA TÉCNICA A FIM DE APURAR SE OS REAJUSTES SE DERAM NA FORMA PREVISTA NO CONTRATO. DA MESMA FORMA, SE MOSTRA NECESSÁRIA A REALIZAÇÃO DA PERÍCIA PARA CONSTATAR SE OS PERCENTUAIS DE REAJUSTE ANUAL FORAM APLICADOS DE FORMA ABUSIVA OU GUARDAM CORRELATA RELAÇÃO COM O AUMENTO DA SINISTRALIDADE DO GRUPO. DEVERAS, É PERMITIDO AO JULGADOR COMPLEMENTAR O ACERVO recorrida quanto a declaração de PROBATÓRIO DOS AUTOS, NOS TERMOS DO DISPOSTO NO ARTIGO 370 DO CÓDIGO DE PROCESSO CIVIL, ATIVIDADE QUE NÃO SE SUJEITA À PRECLUSÃO TEMPORAL, PORQUE É FEITA NO INTERESSE PÚBLICO DE EFETIVIDADE DA JUSTIÇA. PRECEDENTES DO STJ E DESTE TRIBUNAL. SENTENÇA QUE SE ANULA DE OFÍCIO, A FIM DE QUE SEJA REALIZADA A PROVA PERICIAL, RESTANDO PREJUDICADO O PRESENTE RECURSO. 
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA| Consumidor. Plano de saúde. Cláusula de reajuste por mudança de faixa etária. Abusividade declarada. Aumento de 100% do valor da mensalidade. Sentença que julgou parcialmente procedentes os pedidos. Recorrente que não impugnou os fundamentos da decisão ilegalidade. Descumprimento parcial ao art.1010, inciso II, CPC/15. Violação ao ¿princípio da dialeticidade¿. Inadmissibilidade da apelação nesse ponto. Prejudicial de prescrição ânua rejeitada. Imprescritibilidade da pretensão declaratória de abusividade da cláusula de aumento por faixa etária. Jurisprudência do STJ. Repetição do indébito. Prescrição. Prazo prescricional trienal. Art. 206, § 3º, iv, do cc/2002. Matéria submetida a sistemática dos recursos repetitivos (REsp 1361182 / RS). Condenação para restituição de valores que se sujeita ao prazo de três anos contado da propositura da demanda. Sentença retificada. Apelação da seguradora provida em parte pelo relator. Decisão monocrática - Data de Julgamento: 06/04/2018 
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA| APELAÇÃO CÍVEL. AÇÃO DE REVISÃO DE CLÁUSULAS CONTRATUAIS C/C REPETIÇÃO DO INDÉBITO. PLANO DE SAÚDE. REAJUSTE DE MENSALIDADE POR MUDANÇA DE FAIXA ETÁRIA ACIMA DE 60 ANOS. IMPOSSIBILIDADE. DIREITO DO CONSUMIDOR. ABUSIVIDADE DA CLÁUSULA QUE IMPÕE AO CONSUMIDOR DESVANTAGEM EXAGERADA. PROTEÇÃO DO IDOSO PELA LEI Nº 10.741/2003 ¿ ESTATUTO DO IDOSO CONTRA A DISCRIMINAÇÃO ATRAVÉS DE COBRANÇA DE VALORES DIFERENCIADOS. APLICABILIDADE IMEDIATA DO ESTATUTO DO IDOSO. JURISPRUDÊNCIA DOMINANTE DESTE TRIBUNAL NO SENTIDO DA ABUSIVIDADE DO AUMENTO POR FAIXA ETÁRIA. ACERTADA REPETIÇÃO DO INDÉBITO NA FORMA SIMPLES. PROVIMENTO PARCIAL DO RECURSO. Decisão monocrática - Data de Julgamento: 15/12/2014 
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA| APELAÇÃO. PLANO DE SAÚDE SUBSIDIADO POR INSTITUIÇÃO BANCÁRIA AOS SEUS FUNCIONÁRIOS DA ATIVA. ALEGAÇÃO DE AUMENTO INDEVIDO DA MENSALIDADE QUANDO DA PASSAGEM PARA A INATIVIDADE. PRETENSÃO DA DEMANDANTE DE RECEBIMENTO DE INDENIZAÇÃO A TÍTULO DE DANO MORAL E CONDENAÇÃO DA EMPRESA NA OBRIGAÇÃO DE FAZER PARA QUE O PLANO DE SAÚDE MANTENHA OS VALORES DAS MENSALIDADES NAS MESMAS PROPORÇÕES QUE VIGIAM ANTES DE SE APOSENTAR. SENTENÇA QUE JULGA PARCIALMENTE PROCEDENTE O PEDIDO, APENAS CONCEDENDO O PEDIDO INDENIZATÓRIO, FIXANDO O DANO MORAL EM R$ 5.000,00 (CINCO MIL REAIS). IRRESIGNAÇÃO DE AMBAS AS PARTES. MANUTENÇÃO DO JULGADO. ALTERAÇÃO CONTRATUAL A PARTIR DE 2015, DEIXANDO O PLANO DE SAÚDE DE RECEBER SUBSÍDIOS DO EMPREGADOR, PASSANDO A COBRAR DE ACORDO COM CÁLCULOS ATUARIAIS QUE LEVAM EM CONTA A FAIXA ETÁRIA DE CADA SEGURADO. MUDANÇA NA FORMA DE CUSTEIO QUE NÃO SE MOSTRA ILEGAL, ABUSIVA OU CONTRÁRIA AO PRINCÍPIO DA BOA FÉ OBJETIVA. DANO MORAL CORRETAMENTE CONFIGURADO, DIANTE DO RECONHECIMENTO DE QUE DURANTE O PERÍODO DE JANEIRO/2012 A DEZEMBRO/2015 HOUVE COBRANÇA INDEVIDA. VALOR DA INDENIZAÇÃO FIXADO EM OBSERVÂNCIA DOS PRINCÍPIOS DA RAZOABILIDADE E PROPORCIONALIDADE. RECURSOS CONHECIDOS E DESPROVIDOS. 
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA| AGRAVO DE INSTRUMENTO. DIREITO DO CONSUMIDOR. OBRIGAÇÃO DE FAZER. PLANO DE SAÚDE COLETIVO. AUMENTO DE MENSALIDADE SUPOSTAMENTE POR MUDANÇA DE FAIXA ETÁRIA. PATAMAR SUPERIOR A 400%. TUTELA ANTECIPADA. PREENCHIMENTO DOS REQUISITOS LEGAIS. REFORMA DA DECISÃO AGRAVADA. O aumento da mensalidade do plano em patamar superior a 400% se mostra abusivo, além de aleatório, pois sequer apresentado o contrato no qual teria sido firmada a sua estipulação. As operadoras não podem praticar qualquer tipo de aumento em razão de permissivo legal ou mesmo contratual, sem justificativa idônea, considerando que o fornecimento do serviço deve pautar-se na função social de um contrato que é voltado a proteção à vida e a saúde do consumidor. Majoração de 400% na mensalidade que pode ensejar o seu não pagamento. Presença dos requisitos legais para a concessão da tutela provisória de urgência. A probabilidade do direito subjetivo da agravada e perigo de dano. Reforma da decisão. Concessão da tutela. Conhecimento e provimento do recurso. 
PLANO DE SAÚDE – MUDANÇA DE FAIXA ETÁRIA| CIVIL. CONSUMIDOR. PLANO DE SAÚDE. REAJUSTE DA MENSALIDADE. FAIXA ETÁRIA. CONTRATO ANTERIOR AO ADVENTO DA LEI Nº 9656/98. Ação de obrigação de fazer cumulada com cobrança e indenizatória porque a Ré reajustou as mensalidades do plano de saúde em valor excessivo a partir do aniversário de 60 (sessenta) anos da Autora. O E. Superior Tribunal de Justiça pacificou o entendimento no sentido da possibilidade de aumentar a mensalidade do plano de saúde por mudança de faixa etária desde que exista previsão contratual, os índices de reajuste sejam pertinentes e razoáveis, a permitir o consumidor manter o plano, e sejam respeitadas as normas administrativas expedidas pela Agência Reguladora. O contrato previa dois reajustes, um a partir dos 60 (sessenta) anos e outro dos 70 (setenta) anos. A Ré aplicava os reajustes anuais conforme a definição da ANS, e adotou a repactuação contida no artigo 35-E da lei nº 9656/98 para o reajuste por faixa etária. Embora o contrato ajustado pelas partes não atendesse ao requisito temporal, pois celebrado menos de 10 (dez) anos antes da referida norma entrar em vigor, competia ao Autor fazer prova do alegado prejuízo na aplicação da repactuação (parcelamento do aumento das mensalidades em dez vezes ao invés de duas vezes), e a perícia nada constatou quanto a eventual dano. Sem prova do dano, inviável acolher a pretensão inicial. Recurso desprovido. 
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| Apelação cível. Ação de rescisão contratual. Contrato de compra e venda de imóvel. Parcelamento das prestações. Ré que adimpliu consideravelmente o negócio jurídico, inviabilizando a rescisão almejada pela demandante. Teoria do adimplemento substancial que impede a execução dos efeitos drásticos da rescisão. Incidência dos princípios da boa fé objetiva, da função social dos contratos e da vedação ao abuso de direito e ao enriquecimento sem causa. Sentença que se reforma para que seja julgada improcedente a pretensão de rescisão, podendo a autora, em ação própria, postular pelo pagamento das parcelas restantes e dos consectários da mora. Recurso provido. 
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| APELAÇÃO CÍVEL. DIREITO ADMINISTRATIVO. CONTRATAÇÃO TEMPORÁRIA POR TEMPO DETERMINADO EM RAZÃO DE EXCEPCIONAL INTERESSE PÚBLICO. PRETENSÃO DE RECEBIMENTO DE VERBAS TRABALHISTAS. SENTENÇA DE PROCEDÊNCIA PARCIAL. IRRESIGNAÇÃO DA AUTARQUIA RÉ QUE NÃO MERECE ACOLHIDA. INICIALMENTE, REJEITAM-SE AS PRELIMINARES. PRESCRIÇÃO INEXISTENTE ANTE O DISPOSTO NO DECRETO 20.910/32 (PRAZO QUINQUENAL). ALEGAÇÃO DE NULIDADE DE SENTENÇA QUE NÃO SE RECONHECE, UMA VEZ QUE OS PEDIDOS CONTIDOS NA EXORDIAL DEVEM SER ANALISADOS DE FORMA SISTEMÁTICA. INTELIGÊNCIA DO ART. 322, § 2º DO CPC/15. APLICABILIDADE DO PRINCÍPIO DA BOA FÉ. O REGIME TRABALHADORES TEMPORÁRIOS NÃO SE CONFUNDE COM O APLICADO AOS DETENTORES DE CARGOS E EMPREGOS PÚBLICOS. TRATA-SE DE CONTRATOADMINISTRATIVO. O APELADO ATUOU NA QUALIDADE DE SERVIDOR PÚBLICO EM SENTIDO LATO, RAZÃO PELA QUAL DEVEM SER RECONHECIDOS OS DIREITOS RELATIVOS AO DÉCIMO TERCEIRO SALÁRIO E FÉRIAS. INTELIGÊNCIA DO ART. 7º, VIII E XVII C/C ART. 39, § 3º DA CONSTITUIÇÃO DA REPÚBLICA. DEVE AINDA, SER RECONHECIDO O DIREITO AO ADICIONAL DE INSALUBRIDADE, UMA VEZ QUE A ATIVIDADE DA APELANTE SE ENQUADRA NOS TERMOS DO ART. 37 DA LEI ESTADUAL Nº 720/83. RECURSO CONHECIDO E DESPROVIDO. JURÍDICO DOS  
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| APELAÇÃO CÍVEL. RELAÇÃO DE CONSUMO. CONTRATO DE PROMESSA DE COMPRA E VENDA DE IMÓVEL. PRELIMINAR DE INCOMPETÊNCIA DE JUÍZO QUE SE AFASTA. PRECEDENTES JURISPRUDENCIAIS NESTE SENTIDO. DESISTÊNCIA IMOTIVADA DO ADQUIRENTE CUJAS CONSEQUÊNCIAS ESTÃO ESTABELECIDAS, DE FORMA EXPRESSA, NO CONTRATO FIRMADO ENTRE AS PARTES SEM QUALQUER VÍCIO DE VONTADE. CLÁUSULAS QUE NÃO SE MOSTRAM ABUSIVAS E CUJO AFASTAMENTO IMPLICARIA OBRIGATORIEDADE, DA BOA FÉ OBJETIVA E DA FUNÇÃO SOCIAL QUE REGEM TODOS OS CONTRATOS, AINDA QUE SEJAM DE ADESÃO, SOB À ÉGIDE DE NORMAS CONSUMERISTAS. CABÍVEL A RESTITUIÇÃO, PARCELADA EM DOZE VEZES, DE 80% DO VALOR PAGO, DEVIDAMENTE ATUALIZADO E ACRESCIDO DE JUROS DE MORA PARTIR DO TRANSITO EM JULGADO DA SENTENÇA. RECONHECIDA A SUCUMBÊNCIA RECÍPROCA. PROVIMENTO PARCIAL DO RECURSO DA RÉ E DESPROVIMENTO DO RECURSO DOS AUTORES. 
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| APELAÇÕES CÍVEIS. AÇÃO DE RESCISÃO CONTRATUAL C/C REPARAÇÃO DE DANOS MORAIS, MATERIAIS E LUCROS CESSANTES. CONTRATO DE PROMESSA DE COMPRA E VENDA DE IMÓVEL ENTRE PARTICULAR E INCORPORADORA. IMÓVEL ADQUIRIDO COM A FINALIDADE DE INVESTIMENTO EM ATIVIDADE HOTELEIRA E COMERCIAL. AFASTADAS AS NORMAS DO CODECON. MANIFESTAÇÃO DO ÓRGÃO ESPECIAL DESTE TJRJ NO SENTIDO DA NÃO INCIDÊNCIA DAS NORMAS DO CÓDIGO DE DEFESA DO CONSUMIDOR. AGRAVO RETIDO. DECISÃO QUE DEFERIU A INVERSÃO DO ÔNUS DA PROVA, NOS TERMOS DO INCISO VII, DO ART. 6º, DO CDC, QUE NÃO MERECE SER MANTIDA, POIS NÃO SE TRATA DE RELAÇÃO CONSUMERISTA. MÉRITO. EVIDENCIADA A RESPONSABILIDADE SOLIDÁRIA DAS RÉS (ART. 29 E 31, PARÁGRAFO 3º DA LEI Nº 4.591/64). OBRAS QUE SEQUER FORAM INICIADAS. DESCUMPRIMENTO CONTRATUAL. DIREITO DO AUTOR EM VER DOS RESCINDIDO VALORES A O CONTRATO COM PAGOS. PRINCÍPIO DA BOA FÉ. DANOS MORAIS IPSA. QUANTUM ARBITRADO EM R$ 50.000,00 PELO JUÍZO A QUO QUE SE MOSTRA EXCESSIVO E FORA DOS PARÂMETROS FIXADOS POR ESTA CORTE. REDUÇÃO PARA R$ 25.000,00 QUE SE MOSTRA JUSTO E ADEQUADO À HIPÓTESE. LUCROS CESSANTES. NÃO CONFIGURADOS. INVESTIMENTO QUE APRESENTA GRAU DE RISCO. TERCEIRA APELANTE (PATRIMÓVEL) QUE SE APRESENTA COMO MERA INTERMEDIÁRIA, NÃO PODENDO SER OBRIGADA A DEVOLVER VALORES QUE NÃO RECEBEU, TAMPOUCO SER RESPONSABILIZADA PELO DESCUMPRIMENTO DE CLÁUSULAS CONTRATUAIS QUE NÃO TEVE INGERÊNCIA E NÃO LHE CABIA CUMPRIR. MANTIDA A CONDENAÇÃO NA DEVOLUÇÃO DO VALOR REFERENTE À COMISSÃO DE CORRETAGEM E TAXA DE SERVIÇO DE ASSISTÊNCIA TÉCNICO- PARCIAL IMOBILIÁRIA. AGRAVOS RETIDOS PARCIALMENTE RESTITUIÇÃO PROVIDOS. IN RE PROVIMENTO DOS RECURSOS DAS APELANTES 1 E 2. NEGATIVA DE PROVIMENTO AO RECURSO DO APELANTE 3. 
PRINCÍPIO DA BOA FÉ NOS CONTRATOS|" DIREITO DO CONSUMIDOR. DIREITO PROCESSUAL CIVIL. BUSCA E APREENSÃO. AUSÊNCIA DE COMPROVAÇÃO DA REGULAR CONSTITUIÇÃO DO DEVEDOR EM MORA. INDEFERIMENTO DA INICIAL. SENTENÇA QUE JULGA EXTINTO O PROCESSO, SEM RESOLUÇÃO DO MÉRITO, NA FORMA DO ARTIGO 485, I, C/C ARTIGO 330, IV, AMBOS DO CÓDIGO DE PROCESSO CIVIL. INCONFORMISMO DA PARTE AUTORA. 1) Não se controverte que a comprovação da mora, na ação de busca e apreensão, não é apenas condição para o deferimento da medida liminar, mas, pressuposto de constituição válida e de desenvolvimento regular do processo. Verbete nº 283, da Súmula da Jurisprudência deste Tribunal de Justiça. A falta desta providência resulta, assim, não no simples indeferimento da medida liminar, senão, na extinção do feito, sem exame do mérito - observada a regra do artigo 321, do Código de Processo Civil. 2) O artigo 2º, §2º, do DL 911/69, com a redação que lhe deu a Lei nº 13.043/14, estabelece que ""a mora decorrerá do simples vencimento do prazo para pagamento e poderá ser comprovada por carta registrada com aviso de recebimento, não se exigindo que a assinatura constante do referido aviso seja a do próprio destinatário."" 3) In casu, a instituição financeira, ao ajuizar a presente demanda, apresentou, para fins de comprovação da mora, notificação extrajudicial encaminhada ao endereço fornecido no momento da celebração do contrato, que restou devolvida. Entendendo pela não comprovação da mora, o d. juízo a quo, em atendimento ao comando do artigo 321, caput, do CPC, intimou a parte Autora a comprovar efetivamente a mora da devedora, tendo a instituição financeira juntado Instrumento de Protesto, sobrevindo a sentença de extinção do feito. 4) Conforme entendimento assente no e. Superior Tribunal de Justiça, o protesto por edital, para fins de comprovação da mora, somente é cabível quando todas as possibilidades de localização do devedor se esgotam. 5) No caso concreto, ainda que se pudesse dizer que não se esgotaram todas as possibilidades de localização do devedor, verifica-se de fls. 34, que Notificação Extrajudicial inicialmente apresentada pelo Autor, a despeito de ter sido encaminhada para o endereço constante do contrato, foi devolvida a seu remetente em razão de ser o devedor desconhecido naquele local. 6) Com efeito, compete ao devedor a comunicação atenção ao princípio da boa fé e da lealdade contratual. Precedentes desta Corte e do e. Superior Tribunal de Justiça. 7) A ausência de comunicação ao credor, pelo devedor, a respeito do endereço correto ou alteração de seu endereço, impõe o reconhecimento que o devedor assumiu o risco de não ser formalmente comunicado de sua constituição em mora. 8) Destarte, tendo em vista que foi efetuada tentativa de notificação do devedor no endereço constante do contrato celebrado pelas partes, em que pese ter sido negativa, na visão deste magistrado resta configurada a sua mora. 9) Anulação do julgado que se impõe. 10) RECURSO A QUE SE DÁ PROVIMENTO. "
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| CIVIL E PROCESSUAL CIVIL. CONTRATO DE FINANCIAMENTO DE VEÍCULO AUTOMOTOR. DEVOLUÇÃO DO BEM. SALDO REMANESCENTE NÃO QUITADO. AUSÊNCIA DE PRESTAÇÃO DE CONTAS DO PROCESSO DE VENDA DO VEÍCULO À PARTE AUTORA. INSCRIÇÃO DO NOME DA AUTORA NOS CADASTROS DE RESTRIÇÃO AO CRÉDITO. DANO MORAL CONFIGURADO. VALOR FIXADO COM RAZOABILIDADE. MANUTENÇÃO DO JULGADO. Trata-se de responsabilidade objetiva, por envolver a matéria direito consumerista, tendo inteira aplicação o art. 14 do Código de Defesa do Consumidor. A autora demonstrou ter devolvido o veículo objeto do arrendamento mercantil. A entrega do bem financiado ao Banco - réu não exonera a devedora de possível saldo de financiamento. As cobranças acostadas aos autos, às fls. 37, 38, 39, 40 (arq. 14) evidenciam a existência de saldo remanescente a ser quitado pela demandante. Apesar de demonstrada a ocorrência de saldo devedor, a parte ré não comprovou em nenhum momento que prestou contas do processo de venda do veiculo à parte autora. Diante de tal conduta, verificou-se que a parte ré inobservou ao Princípio da Boa Fé Objetiva. Correto, portanto o julgado ao condenar a parte ré a reparar os danos morais reclamados pelo demandante. Nesse sentido, entendo que o valor de R$ 5.000,00 (cinco mil reais) fixado pelo juiz de primeiro grau, atende os fins a que se destina a compensação por danos morais, devendo ser mantido. Majoração dos honorários advocatícios de 10% para 12% sobre o valor da condenação. Recurso não provido. 
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| APELAÇÃO CÍVEL. SEGURO DE VIDA. SINISTRO. CONTRATO EM QUE SE ESTIPULOU O PAGAMENTO INTEGRAL ÀS PARTES BENEFICIÁRIAS. CONTRATO DE MÚTUO REALIZADO PELO SEGURADO. CLÁUSULA CONTRATUAL QUE GARANTE O PAGAMENTO DA INTEGRALIDADE DO VALOR ESTABELECIDO NO CONTRATO DE SEGURO DE VIDA. CAPITAL ESTIPULADO QUE NÃO PODERÁ SE SUJEITAR A DÍVIDA DO SEGURADO. INTELIGÊNCIA DO ART. 794 DO CC. RECUSA INJUSTA DA SEGURADORA EM EFETUAR O PAGAMENTO DO VALOR SEGURO, CONSOANTE O ESTIPULADO NO CONTRATO. AFRONTA AO PRINCÍPIO DA BOA FÉ. ANGÚSTIA E DISSABOR ACIMA DA NORMALIDADE. DANO MORAL FIXADO EM CONSONÂNCIA COM A LÓGICA DO RAZOÁVEL. MANUTENÇÃO DA SENTENÇA. DESPROVIMENTO DAS APELAÇÕES. 
PRINCÍPIO DA BOA FÉ NOS CONTRATOS| BUSCA E APREENSÃO DE VEÍCULO. DÉBITO NÃO REFUTADO. MORA NÃO PURGADA. BEM REPASSADO INDEVIDAMENTE A TERCEIRO. LITIGÂNCIA DE MÁ-FÉ. Ação de busca e apreensão com pedido de liminar em que o recorrido pugnou por sua reintegração na posse do veículo objeto de contrato de mútuo garantido por alienação fiduciária, tendo em vista a inadimplência da apelante, apesar de ter sido constituída em mora. 1. O órgão de primeira instância tornou sem efeito o despacho por meio do qual havia instado as partes a se manifestar em provas, salientando que o mesmo havia sido proferido por equívoco. O defensor público que patrocina a recorrente tomou ciência pessoal e limitou-se a reiterar os termos da peça de bloqueio, sem insistir na necessidade da dilação probatória, nem esboçando eventual discordância com o julgamento do feito no estado em que se encontrava. Forçoso, pois, é considerar que o cerceamento de defesa vislumbrado não ocorreu. 2. Fere a moral, os bons costumes e o princípio da boa fé objetiva a alegação da ré no sentido de que o bem foi repassado para terceiro porque não tinha condições de continuar pagando as prestações ajustadas. Causa espécie que tenha agido assim, pois havia transferido a propriedade resolúvel e a posse indireta do bem como garantia de pagamento do débito contraído, e sequer alegou a ocorrência de qualquer vício de consentimento por ocasião da assinatura do contrato. 3. Litigância de má-fé caracterizada, à luz da norma inserta no art. 80, inc. III, do CPC. Recurso desprovido, nos termos do voto do desembargador relator. 
