index|acordao_id|numero|assunto|relator|comarca|orgao_julgador|data_julgamento|data_publicacao|ementa
630|378054.0|4012040-82.2013.8.12.0000|Agravo Regimental Cível / Seguro|Des. Oswaldo Rodrigues de Melo|Dourados|3ª Câmara Cível|25/11/2013|04/12/2013|E M E N T A- AGRAVO REGIMENTAL EM AGRAVO DE INSTRUMENTO - AÇÃO ORDINÁRIA DE RESPONSABILIDADE OBRIGACIONAL SECURITÁRIA - SEGURO HABITACIONAL - POSSIBILIDADE DE HAVER INTERESSE DA CEF - COMPETÊNCIA JUSTIÇA FEDERAL - SÚMULA 150
631|377772.0|4011432-84.2013.8.12.0000|Agravo Regimental Cível / Seguro|Des. Marcos José de Brito Rodrigues|Dourados|2ª Câmara Cível|11/11/2013|04/12/2013|E M E N T A – AGRAVO REGIMENTAL EM AGRAVO DE INTRUMENTO - ação ordinária de responsabilidade obrigacional securitária - EFEITO SUSPENSIVO - ARTIGO 558
632|380006.0|4012306-69.2013.8.12.0000|Agravo Regimental Cível / Seguro|Des. Júlio Roberto Siqueira Cardoso|Campo Grande|5ª Câmara Cível|04/12/2013|12/12/2013|E M E N T A – AGRAVO REGIMENTAL - AÇÃO ORDINÁRIA DE RESPONSABILIDADE OBRIGACIONAL SECURITÁRIA - CONTRATO DE FINANCIAMENTO CELEBRADO ANTES DA MEDIDA PROVISÓRIA Nº 1.671/98 - DANOS FÍSICOS NO IMÓVEL - EVENTUAL COBERTURA PELO SEGURO HABITACIONAL DO SISTEMA FINANCEIRO DE HABITAÇÃO - APÓLICE PÚBLICA DO RAMO 66 - MANIFESTAÇÃO DA CAIXA ECONÔMICA FEDERAL FIRMANDO SEU INTERESSE NO FEITO - EXISTÊNCIA OU NÃO DE INTERESSE JURÍDICO DA UNIÃO - COMPETÊNCIA DA JUSTIÇA FEDERAL - DECISÃO MANTIDA - RECURSO CONHECIDO E DESPROVIDO. Diante da informação prestada pela Caixa Econômica Federal de que parte a apólice em discussão refere-se ao ramo 66
633|327539.0|4003787-08.2013.8.12.0000|Agravo Regimental Cível / Seguro|Des. Oswaldo Rodrigues de Melo|Dourados|3ª Câmara Cível|30/04/2013|09/05/2013|E M E N T A - AGRAVO REGIMENTAL EM AGRAVO DE INSTRUMENTO - AÇÃO ORDINÁRIA DE RESPONSABILIDADE OBRIGACIONAL SECURITÁRIA - SEGURO HABITACIONAL - POSSIBILIDADE DE HAVER INTERESSE DA CEF - COMPETÊNCIA JUSTIÇA FEDERAL - SÚMULA 150
634|558790.0|1410981-74.2015.8.12.0000|Agravo Regimental Cível / Seguro|Des. Luiz Tadeu Barbosa Silva|Campo Grande|5ª Câmara Cível|09/11/2015|11/11/2015|"AGRAVO REGIMENTAL EM AGRAVO DE INSTRUMENTO – AÇÃO ORDINÁRIA DE RESPONSABILIDADE OBRIGACIONAL SECURITÁRIA – CONTRATO DO SISTEMA FINANCEIRO DE HABITAÇÃO – DANOS FÍSICOS NO IMÓVEL – APÓLICE PÚBLICA – VERIFICAÇÃO DE EVENTUAL INTERESSE DA CAIXA ECONÔMICA FEDERAL É DE COMPETÊNCIA ABSOLUTA DA JUSTIÇA FEDERAL – SÚMULA 150 STJ – INEXISTÊNCIA DE DEMONSTRAÇÃO DA ALEGADA INJUSTIÇA DA DECISÃO – RECURSO AO QUAL SE NEGA PROVIMENTO.
Tratando-se de apólice pública (Ramo 66) do Sistema Financeiro de Habitação, única possível até a edição da MP 1.671/98, também denominada ""Ramo 66"", garantida pelo Fundo de Compensação de Variações Salariais –  FCVS, hoje administrado pela Caixa Econômica Federal, existe interesse jurídico a amparar o pedido de intervenção desta, na forma do art. 50 do CPC, o que justifica a remessa dos autos para a Justiça Federal. Ademais, estabelece a Súmula 150 STJ que Compete à Justiça Federal decidir sobre a existência de interesse jurídico que justifique a presença, no processo, da União, suas autarquias ou empresas públicas."
635|533520.0|1407130-27.2015.8.12.0000|Agravo Regimental Cível / Seguro|Des. Odemilson Roberto Castro Fassa|Campo Grande|4ª Câmara Cível|28/07/2015|31/07/2015|"AGRAVO REGIMENTAL EM AGRAVO DE INSTRUMENTO. AÇÃO OBRIGACIONAL SECURITÁRIA. SISTEMA FINANCEIRO DE HABITAÇÃO – APÓLICE PÚBLICA – COMPROMETIMENTO DO FCVS. INTERESSE DA CAIXA ECONÔMICA FEDERAL – COMPETÊNCIA DA JUSTIÇA FEDERAL – SÚMULA 150 DO STJ. RECURSO NÃO PROVIDO.
A decisão agravada foi proferida em consonância com a posição neste Tribunal de Justiça acerca da necessidade de remessa do feito à Justiça Federal quando manifestado o interesse da Caixa Econômica Federal no feito, à teor da Súmula n. 150, do STJ."
636|529716.0|1406675-62.2015.8.12.0000|Agravo Regimental Cível / Seguro|Des. Fernando Mauro Moreira Marinho|Campo Grande|3ª Câmara Cível|14/07/2015|16/07/2015|"AGRAVO REGIMENTAL EM AGRAVO DE INSTRUMENTO - SISTEMA FINANCEIRO DA HABITAÇÃO - SEGURO HABITACIONAL OBRIGATÓRIO - APÓLICE PÚBLICA - INTERESSE DA CAIXA ECONÔMICA FEDERAL - ADMINISTRADORA DO FUNDO DE COMPENSAÇÃO DE VALORES SALARIAIS QUE DEVE ASSUMIR O PAGAMENTO DA COBERTURA SECURITÁRIA - POSSIBILIDADE DE AFETAÇÃO - OBSERVÂNCIA DA LEI N. 12.409/2011 E DO ATUAL ENTENDIMENTO DO SUPERIOR TRIBUNAL DE JUSTIÇA -  COMPETÊNCIA DA JUSTIÇA FEDERAL - NEGADO PROVIMENTO AO AGRAVO REGIMENTAL.
Os contratos de financiamento habitacional firmados até a edição da Medida Provisória n. 1.678/1998 se ajustavam obrigatoriamente os pactos de seguro habitacional por meio da apólice única de natureza pública (ramo 66). Se a causa de pedir se apoia nessa apólice, por força da Súmula 150 do Superior Tribunal de Justiça e da Lei n. 12.409, de 25 de maio de 2011 - que previu a responsabilidade do Fundo de Compensação de Valores Salariais, administrado pela Caixa Econômica Federal, pelo pagamento das obrigações securitárias do ramo 66 -, compete à Justiça Federal aferir o interesse jurídico dessa instituição financeira para atuar no feito. Precedentes do STJ e deste Tribunal."
637|540856.0|0844131-63.2013.8.12.0001|Agravo Regimental Cível / Seguro|Des. Odemilson Roberto Castro Fassa|Campo Grande|4ª Câmara Cível|25/08/2015|29/08/2015|"AGRAVO REGIMENTAL EM APELAÇÃO CÍVEL – AÇÃO DE RESPONSABILIDADE OBRIGACIONAL SECURITÁRIA – SISTEMA FINANCEIRO DE HABITAÇÃO – APÓLICE PÚBLICA – COMPROMETIMENTO DO FCVS – INTERESSE DA CAIXA ECONÔMICA FEDERAL – COMPETÊNCIA DA JUSTIÇA FEDERAL – SÚMULA 150 DO STJ – RECURSO NÃO PROVIDO.
A decisão agravada foi proferida em consonância com a posição neste Tribunal de Justiça acerca da necessidade de remessa do feito à Justiça Federal quando manifestado o interesse da Caixa Econômica Federal no feito, à teor da Súmula n. 150, do STJ."
638|664235.0|1401478-58.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Paschoal Carmello Leandro|Ponta Porã|1ª Câmara Criminal|21/03/2017|23/03/2017|"E M E N T A –  HABEAS CORPUS – ROUBO – EMPREGO DE SIMULACRO DE ARMA  – GRAVIDADE CONCRETA – ASSEGURAR A APLICAÇÃO DA LEI PENAL – PRESENTES OS REQUISITOS AUTORIZADORES DA SEGREGAÇÃO CAUTELAR –  GARANTIA DA ORDEM PÚBLICA  – CONDIÇÕES PESSOAIS – IRRELEVÂNCIA – EXCESSO DE PRAZO – INOCORRÊNCIA – TRÂMITE REGULAR – CONSTRANGIMENTO ILEGAL INEXISTENTE – ORDEM DENEGADA. 
Quando restar caracterizada uma das hipóteses previstas no art. 313, do CPP, bem como estiver preenchidos os requisitos e fundamentos legais do art. 312, desse mesmo Diploma Legal, quais sejam: fumus comissi delicti (existência de prova da materialidade e indícios da autoria) e periculum in libertatis (garantia da ordem pública). não há falar em revogação da prisão preventiva. Ademais, o soma da pena máxima em abstrato, cominada aos delitos, é superior a 4 anos.
A presença de condições favoráveis, por si sós, são irrelevantes quando presentes os requisitos que autorizam a segregação cautelar.
Inexiste a ocorrência de constrangimento ilegal por excesso de prazo,  uma vez verificado que a ação penal está tendo seu trâmite regular, não tendo o juízo ficado inerte, logo, não deu causa ao retardamento da instrução processual, tendo em vista que realizou o que lhe cabia, dando andamento à instrução processual criminal."
639|729505.0|1411774-42.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Geraldo de Almeida Santiago|Iguatemi|1ª Câmara Criminal|20/11/2017|21/11/2017|"E M E N T A – HABEAS CORPUS – ART. 37 DA LEI DE DROGAS  – PRISÃO PREVENTIVA DECRETADA COM BASE EM FUNDAMENTO IDÔNEO – GRAVIDADE CONCRETA – GARANTIA DA ORDEM PÚBLICA  – ORDEM DENEGADA
Sendo a decisão que decretou a preventiva fundamentada por estar caracterizado a necessidade de garantir a ordem pública além da conveniência da instrução criminal restam evidentemente preenchido os fundamentos do art.312, do Código de Processo Penal.
Comprovada, como está, a periculosidade do paciente com base no modus operandi da suposta ação criminosa, resta configurado o risco de continuidade delitiva. 
Os pacientes não comprovam condições pessoais favoráveis. E, mesmo que assim o fizesse, o que se tem é que condições pessoais favoráveis como bons antecedentes, primariedade, residência fixa e ocupação lícita não têm o condão de impedir a decretação da prisão preventiva."
640|727257.0|1411034-84.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Dorival Moreira dos Santos|Três Lagoas|3ª Câmara Criminal|08/11/2017|10/11/2017|"E M E N T A – HABEAS CORPUS – TRÁFICO DE DROGAS E RECEPTAÇÃO – PRISÃO PREVENTIVA – REQUISITOS PREENCHIDOS – GRAVIDADE CONCRETA DO DELITO – NECESSIDADE DE GARANTIA DA ORDEM PÚBLICA – REITERAÇÃO DELITIVA – PERICULOSIDADE DO PACIENTE EVIDENCIADA – CONDIÇÕES PESSOAIS FAVORÁVEIS – IRRELEVANTES – ALEGADA DESPROPORCIONALIDADE DA CUSTÓDIA – NÃO VERIFICADA – ORDEM DENEGADA.

I- À luz do artigo 313 do CPP, mostra-se necessária a manutenção da prisão preventiva quando verificados os pressupostos do art. 312 do mesmo diploma legal, quais sejam: fumus comissi delicti (existência de prova da materialidade e indícios da autoria) e periculum in libertatis (para garantir a ordem pública), considerando-se a gravidade concreta do delito de tráfico de entorpecentes praticado, em tese, pelo paciente, sendo encontradas em sua residência uma balança de precisão, o valor de R$ 160,00 em espécie e a quantidade de 1,8 gramas de ""crack"" que, apesar de ser pequena, é de elevada nocividade, o que demonstra sua periculosidade social.
II- A prisão preventiva deve ser aplicada sempre que houver possibilidade de reiteração delitiva, demonstrada a real possibilidade de que o agente, em liberdade, volte a delinquir. Precedentes jurisprudenciais. 
III- A presença de condições pessoais favoráveis não bastam, por si sós, a garantir a liberdade provisória, mormente quando presentes os pressupostos da prisão preventiva.
IV- Eventual pena ou regime a serem aplicados em caso de circunstancial condenação não são passíveis de análise em sede de habeas corpus, porquanto referidas questões somente serão avaliadas após a instrução processual criminal. Ademais, a conduta do paciente amolda-se aos delitos de tráfico de drogas e receptação, em concurso material, de maneira que a pena a ser eventualmente estabelecida, em caso de condenação, poderá ser elevada.

Com o parecer, ordem denegada."
641|681314.0|1403730-34.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Desª. Maria Isabel de Matos Rocha|Corumbá|1ª Câmara Criminal|23/05/2017|31/05/2017|"E M E N T A – HABEAS CORPUS – ARTS. 33, § 1º, III E 35 DA LEI 11.343/06, EM CONCURSO MATERIAL (CP, ART. 69) COM OS ART. 312, § 1º C.C ART. 327, § 2º, ART. 144 C.C. ART. 317, ART. 319, ART. 319-A, ART. 325 C.C. ART. 71, E ART. 288, CAPUT, TODOS DO CÓDIGO PENAL – PRISÃO PREVENTIVA – FUNDAMENTAÇÃO CONCRETA – NECESSIDADE DE GARANTIA DA ORDEM PÚBLICA – MEDIDAS CAUTELARES ALTERNATIVAS – INAPLICABILIDADE – ORDEM DENEGADA.
É de ser mantida a decisão que decreta a prisão preventiva do paciente para garantia da ordem pública, com fundamento na gravidade dos delitos e periculosidade concreta do agente, se este era diretor do regime semiaberto, que deveria combater o crime, mas ao invés integrava organização criminosa, auxiliando detentos na prática delitiva.
Demonstrada a necessidade concreta da custódia provisória, as medidas cautelares alternativas à prisão, introduzidas pela Lei n. 12.403/2011, não se mostram suficientes e adequadas à prevenção e à repressão do crime, pois razoável concluir que, se mesmo de dentro de um presídio e aos olhos do Poder Público o paciente supostamente cometeu os delitos pelos quais foi denunciado, inclusive em conluio com os outros detentos, há a probabilidade de que, solto, volte a delinquir.
A garantia da ordem pública se faz necessária para acautelar o meio social, diante da gravidade concreta da conduta.
Habeas Corpus negado."
642|681005.0|1404873-58.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Luiz Gonzaga Mendes Marques|Eldorado|2ª Câmara Criminal|29/05/2017|30/05/2017|"E M E N T A – HABEAS CORPUS –  ROUBO TENTADO –  CRIME DE ELEVADO POTENCIAL OFENSIVO – GRAVIDADE CONCRETA DO DELITO – PRETENSÃO DE REVOGAÇÃO DA PRISÃO PREVENTIVA – INDEFERIMENTO – PRESENTES OS REQUISITOS LEGAIS DO ART. 312 E 313 DO CPP – ORDEM DENEGADA.
Não há falar em revogação da prisão preventiva se o magistrado de primeiro grau, ao decretar a conversão da prisão em flagrante em preventiva da paciente, apontou, de forma fundamentada e concreta, os elementos ensejadores da necessidade dessa medida, sobretudo os destinados à garantia da ordem pública, diante da manifesta gravidade concreta do delito, e para a aplicação da lei penal e instrução criminal, além dos demais requisitos legais estampados no artigo 312 do Código de Processo Penal."
643|698261.0|1407494-28.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Jairo Roberto de Quadros|Dourados|3ª Câmara Criminal|27/07/2017|31/07/2017|"E M E N T A – HABEAS CORPUS – TRÁFICO DE ENTORPECENTES – SUPOSTA 'BOCA DE FUMO' –  PRISÃO PREVENTIVA – REQUISITOS PREENCHIDOS – GRAVIDADE CONCRETA DA CONDUTA – RISCO DE REITERAÇÃO PLAUSÍVEL – PERFIL QUE SE ARRASTA DESDE A MENORIDADE, INCLUSIVE EM PRÁTICAS SEMELHANTES À ENFOCADA – CONDIÇÕES PESSOAIS INSUFICIENTES À REVOGAÇÃO DA CUSTÓDIA – PRESUNÇÃO DA INOCÊNCIA – NÃO VIOLADA – PRISÃO DOMICILIAR – AUSÊNCIA DE COMPROVAÇÃO SUFICIENTE – ORDEM DENEGADA.
Vislumbrando-se prova da materialidade e indícios veementes da autoria, a custódia do autuado-paciente, em que pese a irresignação demonstrada, interessa à ordem pública, máxime considerando que o tráfico de entorpecentes constitui atualmente o flagelo da humanidade, notadamente tendo em vista que no caso concreto despontam até mesmo indícios de prática reiterada da conduta, em que o paciente supostamente utilizava seu local de trabalho como ponto para venda de entorpecentes, enfim, panorama que, diante das peças até agora coletadas, estaria a realçar a alta reprovabilidade da conduta, a sua periculosidade e a grande probabilidade de frustrar futura execução da pena, por sinal, elevada. Evidencia-se, assim, a gravidade concreta da conduta delitiva, realçando, inclusive, atividade criminosa que estaria a se arrastar ao longo do tempo, pressupondo reiteração, inclusive desde a menoridade, situação que justifica a cautelar segregatória, máxime por não se afigurar o alegado constrangimento ilegal.
Emergindo que o paciente registra em seu desfavor atos infracionais análogos não apenas à prática de roubo como, também, de delito à semelhança ao aqui enfocado, tráfico de entorpecente delineia perfil que sequer descarta risco plausível de reiteração, máxime considerando que, consoante entendimento firmado pela 3ª Seção do Superior Tribunal de  Justiça  no  julgamento  do  RHC  n.  63.855/MG,  não  constitui constrangimento  ilegal  a  manutenção  da  custódia ante tempus com fulcro  em anotações registradas durante a menoridade do agente se a prática  de  atos  infracionais graves, reconhecidos judicialmente e que  não  distam  da  conduta  em  apuração,  é  apta a demonstrar a periculosidade do custodiado"" (RHC 77.874/DF, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, julgado em 17/11/2016, DJe 29/11/2016).e
Apresentando-se suficientemente fundamentada a decisão atacada, destacando o preenchimento dos requisitos legais peculiares à espécie, pretensão à sua revogação não comporta guarida, máxime considerando que a custódia não se revela desproporcional, tampouco excessiva, afigurando-se incabível, portanto, sua substituição por qualquer das medidas cautelares.
Alegadas condições pessoais favoráveis, por si sós, não justificam a revogação da prisão cautelar, consoante entendimento emanado dos tribunais pátrios. 
Inexiste incompatibilidade da prisão preventiva com a presunção de inocência, pois esta, embora se consubstancie em pilar do Estado Democrático de Direito, não impede a imposição de restrições ao direito da parte  acusada antes do final processo (STF – HC 106856, Relatora: Min. Rosa Weber, Primeira Turma, julgado em 05/06/2012).
Não comporta acatamento pedido alusivo à prisão domiciliar, face à ausência de respaldo probatório acerca da afirmação de que o paciente seria, efetivamente, o único responsável pela criança mencionada. Para a concessão da substituição, não basta possuir o autuado ou acusado filho com idade não superior a doze anos, revelando-se imprescindível concreta demonstração de que, além disso, seja o único responsável pelos cuidados da criança."
644|697995.0|1406998-96.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Paschoal Carmello Leandro|Campo Grande|1ª Câmara Criminal|25/07/2017|31/07/2017|"E M E N T A – HABEAS CORPUS – TRÁFICO DE DROGAS – PRISÃO PREVENTIVA – MATERIALIDADE DEMONSTRADA – GRAVIDADE CONCRETA – CUSTÓDIA CAUTELAR IMPRESCINDÍVEL – ORDEM DENEGADA.
Quando restar caracterizada uma das hipóteses previstas no art. 313, do CPP, bem como estiver preenchidos os requisitos e fundamentos legais do art. 312, desse mesmo Diploma Legal, não há falar em revogação da prisão preventiva."
645|690469.0|1406488-83.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Geraldo de Almeida Santiago|Dourados|1ª Câmara Criminal|04/07/2017|05/07/2017|"E M E N T A – HABEAS CORPUS – PECULATO, FALSIDADE IDEOLÓGICA, CORRUPÇÃO PASSIVA, PREVARICAÇÃO, INSERÇÃO DE DADOS FALSOS EM SISTEMA DA INFORMAÇÃO, COAÇÃO NO CURSO DO PROCESSO, ASSOCIAÇÃO CRIMINOSA E TRÁFICO DE DROGAS EM ESTABELECIMENTO PRISIONAL – PRISÃO PREVENTIVA DECRETADA COM BASE EM FUNDAMENTO IDÔNEO – GRAVIDADE CONCRETA – GARANTIA DA ORDEM PÚBLICA E DA  CONVENIÊNCIA DA INSTRUÇÃO CRIMINAL – ORDEM DENEGADA
Sendo a decisão que decretou a preventiva fundamentada por estar caracterizado a necessidade de garantir a ordem pública além da conveniência da instrução criminal restam evidentemente preenchido os fundamentos do art.312, do Código de Processo Penal.
Comprovada, como está, a periculosidade do paciente com base no modus operandi da suposta ação criminosa e aliado ao fato de que há noticias de ameaças à testemunhas, resta configurado o risco de continuidade delitiva. 
Condições pessoais favoráveis como bons antecedentes, primariedade, residência fixa e ocupação lícita não têm o condão de impedir a decretação da prisão preventiva."
646|704528.0|1408734-52.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Geraldo de Almeida Santiago|Iguatemi|1ª Câmara Criminal|22/08/2017|23/08/2017|"E M E N T A – HABEAS CORPUS – ASSOCIAÇÃO PARA O TRÁFICO E TRÁFICO DE DROGAS – PRISÃO PREVENTIVA DECRETADA COM BASE EM FUNDAMENTO IDÔNEO – GRAVIDADE CONCRETA – GARANTIA DA ORDEM PÚBLICA E DA  CONVENIÊNCIA DA INSTRUÇÃO CRIMINAL – ORDEM DENEGADA
Sendo a decisão que decretou a preventiva fundamentada por estar caracterizado a necessidade de garantir a ordem pública além da conveniência da instrução criminal restam evidentemente preenchido os fundamentos do art.312, do Código de Processo Penal.
Comprovada, como está, a periculosidade do paciente com base no modus operandi da suposta ação criminosa e aliado ao fato de o paciente não reside no distrito de culpa, resta configurado o risco de continuidade delitiva. 
Condições pessoais favoráveis como bons antecedentes, primariedade, residência fixa e ocupação lícita não têm o condão de impedir a decretação da prisão preventiva."
647|702355.0|1408325-76.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Ruy Celso Barbosa Florence|Ponta Porã|2ª Câmara Criminal|14/08/2017|15/08/2017|"E M E N T A – HABEAS CORPUS – TRÁFICO E ASSOCIAÇÃO PARA O TRÁFICO DE ENTORPECENTES – PRISÃO PREVENTIVA – GRAVIDADE CONCRETA DA CONDUTA – FUNDAMENTAÇÃO IDÔNEA – EXCESSO DE PRAZO – INOCORRÊNCIA – ORDEM DENEGADA.
Segundo o entendimento das Cortes Superiores, é possível a decretação da prisão preventiva, para a garantia da ordem pública, com fulcro na gravidade concreta do crime, no caso oriunda da grande quantidade de entorpecentes apreendida (2,5 ton de maconha), que seria transportada para outros Estados da Federação, por suposta organização criminosa especializada no tráfico de entorpecentes.
É de se afastar a alegação de excesso de prazo para o desfecho do processo que, na hipótese, tramita há pouco mais de um mês, é bastante complexo e recebe o necessário impulso pelo processante.
Eventuais condições pessoais favoráveis não garantem a liberdade se presentes os requisitos da prisão preventiva.
Ordem denegada, com o parecer."
648|702129.0|1408189-79.2017.8.12.0000|Habeas Corpus Criminal / Prisão Preventiva|Des. Luiz Claudio Bonassini da Silva|Campo Grande|3ª Câmara Criminal|10/08/2017|15/08/2017|"E M E N T A – HABEAS CORPUS – LESÃO CORPORAL NO ÂMBITO DA VIOLÊNCIA DOMÉSTICA – AMEAÇA – DISPARO DE ARMA DE FOGO E POSSE ILEGAL DE ARMA DE FOGO DE USO PERMITIDO – PRESENÇA DOS PRESSUPOSTOS DA PRISÃO PREVENTIVA – GARANTIA DA ORDEM PÚBLICA – PROTEÇÃO À VÍTIMA – CONDIÇÕES PESSOAIS FAVORÁVEIS – IRRELEVÂNCIA  – ORDEM DENEGADA.
I - Adequada a decisão que decretou a prisão preventiva do paciente para garantir a ordem pública, tendo em vista a gravidade concreta dos delitos, em tese praticados, pois teria proferido ameaças a vítima de causar-lhe mal injusto e grave, sendo que, em posse de uma arma de fogo, teria efetuado disparos contra sua casa, além de ter ofendido a sua integridade física, desferindo-lhe tapas e socos no rosto, jogando-a ao chão, causando-lhe lesões corporais.
II -  Condições pessoais favoráveis não bastam, por si sós, para garantirem a liberdade provisória, mormente quando presentes os pressupostos da prisão preventiva.
III - Ordem denegada"
649|905042.0|1409471-21.2018.8.12.0000|Embargos de Declaração Cível / Interpretação / Revisão de Contrato|Des. Odemilson Roberto Castro Fassa|Campo Grande|Seção Especial - Cível|30/07/2019|31/07/2019|"E M E N T A - EMBARGOS DE DECLARAÇÃO EM RECLAMAÇÃO. OMISSÃO – NÃO VERIFICADA. REDISCUSSÃO - IMPOSSIBILIDADE. PREQUESTIONAMENTO. RECURSO REJEITADO.
Os embargos de declaração se prestam a aperfeiçoar o julgado e afastar os vícios de omissão, contradição, obscuridade ou erro material porventura existentes, o que não se verifica na espécie. 
Os embargos de declaração não podem ser utilizados para a rediscussão de matéria."
650|897933.0|0844521-33.2013.8.12.0001|Embargos de Declaração Cível / Interpretação / Revisão de Contrato|Des. Fernando Mauro Moreira Marinho|Campo Grande|3ª Câmara Cível|09/07/2019|11/07/2019|"E M E N T A – EMBARGOS DE DECLARAÇÃO – OMISSÃO E CONTRADIÇÃO NÃO VERIFICADAS – REVISIONAL DE CONTRATO - PRETENSÃO AO REEXAME DAS MATÉRIAS DECIDIDAS  – IMPOSSIBILIDADE - EMBARGOS REJEITADOS.
1. Considerando que o recurso de embargos declaratórios constitui medida de natureza integrativa destinada a desfazer obscuridade, dissipar contradição ou suprir omissão, não comporta acolhimento a insurgência manifestada pelo embargante.
2. De qualquer forma, verifica-se que a decisão do Colegiado baseou em precedentes do Superior Tribunal de Justiça sobre as matérias debatidas, conforme restaram colacionados no acórdão embargado. 
3. Com efeito, a decisão ora embargada não apresenta vício algum,  conforme precedentes do STJ: ""(...)- São cabíveis embargos declaratórios quando houver na decisão embargada qualquer contradição, omissão ou obscuridade a ser sanada. Podem também ser admitidos para a correção de eventual erro material, consoante entendimento preconizado pela doutrina e jurisprudência, sendo possível, excepcionalmente, a alteração ou modificação do decisum embargado."", o que não é o caso que se apresenta no presente recurso.
3. Embargos rejeitados."
651|895893.0|0800520-58.2012.8.12.0013|Embargos de Declaração Cível / Interpretação / Revisão de Contrato|Des. Fernando Mauro Moreira Marinho|Jardim|3ª Câmara Cível|02/07/2019|04/07/2019|"E M E N T A – EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL – CONTRADIÇÃO NÃO VERIFICADA – APELAÇÃO JULGADA PARCIALMENTE PROVIDA – AÇÃO REVISIONAL DE CONTRATO ACOLHIDA PARCIALMENTE – EMBARGOS REJEITADOS.
1. Considerando que o recurso de embargos declaratórios constitui medida de natureza integrativa destinada a desfazer obscuridade, dissipar contradição ou suprir omissão, não comporta acolhimento a insurgência manifestada pelo embargante.
2. Embargos rejeitados."
652|909281.0|0004954-96.2011.8.12.0001|Embargos de Declaração Cível / Interpretação / Revisão de Contrato|Des. Fernando Mauro Moreira Marinho|Campo Grande|2ª Câmara Cível|08/08/2019|12/08/2019|"EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVIL – OMISSÃO E CONTRADIÇÃO NÃO VERIFICADAS – REVISIONAL DE CONTRATO BANCÁRIO - PRETENSÃO AO REEXAME DAS MATÉRIAS DECIDIDAS  – IMPOSSIBILIDADE - PREQUESTIONAMENTO - EMBARGOS REJEITADOS.
Considerando que o recurso de embargos declaratórios constitui medida de natureza integrativa destinada a desfazer obscuridade, dissipar contradição ou suprir omissão, não comporta acolhimento a insurgência manifestada pelo embargante.
2. De qualquer forma, verifica-se que a decisão do Colegiado baseou em precedentes do Superior Tribunal de Justiça sobre as matérias debatidas, conforme restaram colacionados no acórdão embargado. 
3. Com efeito, a decisão ora embargada não apresenta vício algum,  conforme precedentes do STJ: ""(...)- São cabíveis embargos declaratórios quando houver na decisão embargada qualquer contradição, omissão ou obscuridade a ser sanada. Podem também ser admitidos para a correção de eventual erro material, consoante entendimento preconizado pela doutrina e jurisprudência, sendo possível, excepcionalmente, a alteração ou modificação do decisum embargado."", o que não é o caso que se apresenta no presente recurso.
4. Dispõe o artigo 1.025 do CPC/2015: ""Consideram-se incluídos no acórdão os elementos que o embargante suscitou, para fins de pré-questionamento, ainda que os embargos de declaração sejam inadmitidos ou rejeitados, caso o tribunal superior considere existentes erro, omissão, contradição ou obscuridade."" Os embargos declaratórios não podem ser utilizados como mero expediente para interpor recurso na instância superior, se não houver vícios a serem sanados.
5. Embargos rejeitados."
